Eku sunguleni, Xikwembu xi tumbuluxile tilo ni misava.	In the beginning, God created the heavens and the earth.
Kutani Muxe a vutisa Aroni a ku: Xana vanhu lava va ku endlile yini, lero kala u va vangela xidyoho xo kurisa leswi, xana?	And Moses said to Aaron, What did this people do to you that you have brought such a great sin upon them?
Aroni a hlamula a ku: We n'wini wanga, u nga tshuki u kariha ku tlula mpimo; wa va tiva vanhu lava leswaku va bihile ngopfu.	And Aaron said, Let not the anger of my lord burn hot. You know the people, that they are set on evil.
Hi vona va nga te eka mina: ‘Hi endlele xikwembu lexi xi nga ta hi rhangela emahlweni, hikuva a hi tivi leswaku Muxe wa kona loyi a hi suseke etikweni ra Egipta, ú helele kwihi.’	For they said to me, 'Make us gods who shall go before us. As for this Moses, the man who brought us up out of the land of Egypt, we do not know what has become of him.'
Mina ndzi va hlamurile ndzi ku: ‘Un'wana ni un'wana loyi a nga ni xilo xa nsuku, a a xi humese.’ Hiloko va swi tisa eka mina, kutani mina ndzi swi hoxa endzilweni, kwalaho ko tshuka ku humile rhole leri!	So I said to them, 'Let any who have gold take it off.' So they gave it to me, and I threw it into the fire, and out came this calf.
Kutani Muxe a swi vona leswaku vanhu va sungurile ku hambuka endleleni, hikuva Aroni a a nga va sivelanga, kutani va tihundzula swihlekiso exikarhi ka valala va vona.	And when Moses saw that the people had broken loose (for Aaron had let them break loose, to the derision of their enemies)
Kutani Muxe a ya yima enyangweni ya mixaxa, a ku: Lava yimaka na HOSI Xikwembu, a va te haleno ka mina! Kutani Valevhi hinkwavo va ya va ya hlengeletana eka Muxe.	then Moses stood in the gate of the camp and said, Who is on the LORD's side? Come to me. And all the sons of Levi gathered around him.
Muxe a ku ka vona: HOSI, Xikwembu xa Israele, xi vurisa sweswo xi ri: ‘Khweketani mabanga ya n'wina hinkwenu ematsheveni, kutani mi rhendzeleka na mixaxa, mi ya fika enyangweni liya, un'wana ni un'wana wa n'wina a dlaya hambi makwavo, kumbe nakulobye, kumbe muakelani wa yena.’ 	And he said to them, Thus says the LORD God of Israel, 'Put your sword on your side each of you, and go to and fro from gate to gate throughout the camp, and each of you kill his brother and his companion and his neighbor.'
Kutani Valevhi va endla hilaha Muxe a leriseke hakona; siku rero ku dlayiwa vavanuna va kwalomu ka 3 000 exikarhi ka Vaisraele.	And the sons of Levi did according to the word of Moses. And that day about three thousand men of the people fell.
Kutani Muxe a ku: Namuntlha mi vekiwile hinkwenu entirhweni wa HOSI Xikwembu, hi ku herisa vutomi bya vana va n'wina ni bya vamakwenu, kutani sweswo swi mi tiserile minkateko ya HOSI.	And Moses said, Today you have been ordained for the service of the LORD, each one at the cost of his son and of his brother, so that he might bestow a blessing upon you this day.
Siku leri tlhandlamaka, Muxe a byela Vaisraele, a ku: Xidyoho lexi mi xi endleke i xikulu ngopfu. Kutani sweswi ndzi ta tlhandluka ndzi ya eka HOSI Xikwembu entshaveni; kumbexana ndzi nga mi kumela ku rivaleriwa ka xidyoho xa n'wina.	The next day Moses said to the people, You have sinned a great sin. And now I will go up to the LORD; perhaps I can make atonement for your sin.
Kutani Muxe a tlhelela eka HOSI Xikwembu, a fika a ku: Oho, vanhu lava va endlile xidyoho lexikulu ngopfu! Va tivumberile xikwembu xa nsuku!	So Moses returned to the LORD and said, Alas, this people has sinned a great sin. They have made for themselves gods of gold.
Kambe sweswi wa nga va rivalela ku dyoha ka vona; loko u nga swi tsakeli, sula vito ra mina ebukwini leyi u tsaleke mavito ya vanhu va wena eka yona.	But now, if you will forgive their sin—but if not, please blot me out of your book that you have written.
Kambe HOSI Xikwembu xi ku ka Muxe: Ebukwini ya mina, ndzi ta sula ntsena vito ra loyi a ndzi dyoheleke.	But the LORD said to Moses, Whoever has sinned against me, I will blot out of my book.
Sweswi tlhela, u ya yisa Vaisraele lomu ndzi ku byeleke ku va yisa kona; ntsumi ya mina yi ta mi rhangela emahlweni, kambe siku mina ndzi nga ta va tela, ndzi ta va ba hikwalaho ka xidyoho lexi va nga na xona.	But now go, lead the people to the place about which I have spoken to you; behold, my angel shall go before you. Nevertheless, in the day when I visit, I will visit their sin upon them.
Kutani HOSI Xikwembu xi va ba hi ku va rhumela ntungu, hikuva a va tiendlerile xifaniso xa rhole, xi nga lexi xi vumbiweke hi Aroni.	Then the LORD sent a plague on the people, because they made the calf, the one that Aaron made.
Kutani HOSI Xikwembu xi ku ka Muxe: Sweswi, suka laha ndhawini leyi, wena ni vanhu lava u va humeseke etikweni ra Egipta, mi ya etikweni leri ndzi ri tshembiseke Abrahama, na Isaka, na Yakobo hi ku hlambanya, ndzi ku ka vona: ‘Tiko leri ndzi ta ri nyika vatukulu va n'wana.’	The LORD said to Moses, Depart; go up from here, you and the people whom you have brought up out of the land of Egypt, to the land of which I swore to Abraham, Isaac, and Jacob, saying, 'To your offspring I will give it.'
Ndzi ta rhumela ntsumi leyi yi nga ta mi rhangela emahlweni; ndzi ta hlongola Vakanana, ni Vaamori, ni Vahiti, ni Vaperesi, ni Vahivhi, ni Vayebusi.	I will send an angel before you, and I will drive out the Canaanites, the Amorites, the Hittites, the Perizzites, the Hivites, and the Jebusites.
Tiko leri mi yaka eka rona ri khuluka ntswamba ni vulombe; kambe mina a ndzi nga fambi exikarhi ka n'wina, hikuva leswi mi nga vanhu lava tinonon'hwisaka, ndzi nga tshuka ndzi mi herisela makumu endleleni.	Go up to a land flowing with milk and honey; but I will not go up among you, lest I consume you on the way, for you are a stiff-necked people.
Loko vanhu va twa timhaka leti to tika leti, va tlhaveka timbilu, ku pfumaleka ni un'we loyi a ambaleke swo tibombisa ha swona.	When the people heard this disastrous word, they mourned, and no one put on his ornaments.
HOSI Xikwembu a xi byerile Muxe xi ku: Tivisa Vaisraele leswaku ndzi ri: ‘Mi vanhu lava omeke tinhloko; loko ndzo tshuka ndzi fambile na n'wina nkarhinyana, ndzi nga mi herisela makumu. Hikokwalaho, hluvulani leswi mi tibombisaka ha swona, mina ndzi ta vona leswi ndzi nga ta endla swona hi n'wina.’ 	For the LORD had said to Moses, Say to the people of Israel, 'You are a stiff-necked people; if for a single moment I should go up among you, I would consume you. So now take off your ornaments, that I may know what to do with you.'
Kutani Vaisraele va hluvula swo tibombisa ha swona; a va ha swi ambalanga, ku sukela entshaveni ya Horebe, ni ku ya emahlweni.	Therefore the people of Israel stripped themselves of their ornaments, from Mount Horeb onward.
Enkarhini lowu, Muxe a a toloverile ku teka ntsonga, a ya wu vamba ehandle kule ni mixaxa, a wu thya vito a ku i Ntsonga-wo-hlangana-na-HOSI. Kutani un'wana ni un'wana loyi a a lava ku vutisa timhaka eka HOSI Xikwembu, a a huma a ya eka ntsonga lowu, ehandle ka mixaxa.	Now Moses used to take the tent and pitch it outside the camp, far off from the camp, and he called it the tent of meeting. And everyone who sought the LORD would go out to the tent of meeting, which was outside the camp.
Minkarhi hinkwayo, loko Muxe a huma emixaxeni a ya entsongeni lowu, vanhu hinkwavo a va suka va yima, un'wana ni un'wana enyangweni ya nxaxa wa yena, va languta Muxe a kondza a nghena entsongeni.	Whenever Moses went out to the tent, all the people would rise up, and each would stand at his tent door, and watch Moses until he had gone into the tent.
Loko Muxe a nghenile entsongeni, papa ri nembelela, ri fika ri yima enyangweni ya ntsonga, kutani HOSI Xikwembu xi vulavula na yena.	When Moses entered the tent, the pillar of cloud would descend and stand at the entrance of the tent, and the LORD would speak with Moses.
Kutani loko vanhu va vona papa rero enyangweni ya ntsonga, a va nkhinsama hinkwavo va khongela, un'wana ni un'wana a ri enyangweni ya nxaxa wa yena.	And when all the people saw the pillar of cloud standing at the entrance of the tent, all the people would rise up and worship, each at his tent door.
Hi ndlela leyi, HOSI Xikwembu a xi hamba xi vulavula na Muxe xi n'wi langutile, ku fana ni munhu loko a vulavula ni nakulobye. Minkarhi hinkwayo loko Muxe a tlhelela emixaxeni, jaha leri a ri n'wi pfuna, a nga yena Yoxuwa n'wana Nuni, a ri sala kwale ntsongeni.	Thus the LORD used to speak to Moses face to face, as a man speaks to his friend. When Moses turned again into the camp, his assistant Joshua the son of Nun, a young man, would not depart from the tent.
Kutani Muxe a ku ka HOSI Xikwembu: Vona, u te ka mina: ‘Fambisa vanhu lava!’ Kambe a wu ndzi kombanga loyi ndzi nga ta famba na yena; kasi u vurile hi wexe leswaku wa ndzi tiva swinene, ni leswaku wa ndzi tsakela.	Moses said to the LORD, See, you say to me, 'Bring up this people,' but you have not let me know whom you will send with me. Yet you have said, 'I know you by name, and you have also found favor in my sight.'
Hikokwalaho, loko hakunene u ndzi tsakela, ndzi kombela leswaku u ndzi komba makungu ya wena, ndzi ta kota ku ku tiva, ndzi kota ni ku ku tsakisa; naswona tsundzuka leswaku vanhu lava, hi rona tiko ra wena.	Now therefore, if I have found favor in your sight, please show me now your ways, that I may know you in order to find favor in your sight. Consider too that this nation is your people.
Hiloko HOSI Xikwembu xi ku: Mina hi ndzexe ndzi ta famba na n'wina, ndzi mi yisa lomu mi nga ta tshamiseka kona.	And he said, My presence will go with you, and I will give you rest.
Kutani Muxe a ku ka HOSI Xikwembu: Loko wena hi wexe u ta ka u nga fambi na hina, hi tshike kwala, u nga hi susi exivandleni lexi.	And he said to him, If your presence will not go with me, do not bring us up from here.
Loko u nga fambi na hina, xana swi ta vonaka hi mukhuva wihi leswaku mina ni vanhu va wena wa hi tsakela xana? Mhaka leyi endlaka leswaku hi va vanhu lava hlawuriweke exikarhi ka hinkwavo lava hanyaka emisaveni, xana a hi leswi wena u fambaka na hina xana?	For how shall it be known that I have found favor in your sight, I and your people? Is it not in your going with us, so that we are distinct, I and your people, from every other people on the face of the earth?
Kutani HOSI Xikwembu xi ku ka Muxe: Mhaka leyi u yi kombelaka, ndzi ta yi endla, hikuva ndza ku tsakela, naswona ndza ku tiva swinene.	And the LORD said to Moses, This very thing that you have spoken I will do, for you have found favor in my sight, and I know you by name.
Kutani Muxe a ku: Ndzi kombela leswaku u ndzi komba ku vonakala ka wena.	Moses said, Please show me your glory.
HOSI Xikwembu xi hlamula xi ku: Ndzi ta hundza hi le mahlweni ka wena ndzi ri karhi ndzi ku komba vunene bya mina hinkwabyo, ndzi twarisa vito ra mina ra ‘HOSI’ emahlweni ka wena. Ndzi ta komba tintswalo eka lava ndzi nga ta va komba tona, ndzi twela vusiwana lava ndzi nga ta va twela byona.	And he said, I will make all my goodness pass before you and will proclaim before you my name 'The LORD.' And I will be gracious to whom I will be gracious, and will show mercy on whom I will show mercy.
Xi engeta xi ku: Loko wu ri mombo wa mina wona, u nga ka u nga wu voni, hikuva a ku na munhu loyi a nga hanyaka, loko a ndzi vona.	But, he said, you cannot see my face, for man shall not see me and live.
Kutani HOSI Xikwembu xi ku: Vona, ndhawu hi leyi kusuhi na mina, laha u nga ta yima kona, ehenhla ka ribye	And the LORD said, Behold, there is a place by me where you shall stand on the rock
loko ndzi hundza hi ku vonakala ka mina, ndzi ta ku nghenisa ebakweni ra ribye, ndzi ku khubumeta hi xandla xa mina; kutani loko ndzi ta va ndzi hundzile	and while my glory passes by I will put you in a cleft of the rock, and I will cover you with my hand until I have passed by.
ndzi ta susa voko ra mina, kutani u ta vona xikosi xa mina, kambe mombo wa mina wona u nga ka u nga wu voni.	Then I will take away my hand, and you shall see my back, but my face shall not be seen.
Kutani HOSI Xikwembu xi ku ka Muxe: Vatla maribye mambirhi ya swiphepherhele, ma fana ni layo sungula; kutani mina ndzi ta tsala kambe marito lawa a ma ri eka maribye layo sungula, lawa u ma fayeke.	The LORD said to Moses, Cut for yourself two tablets of stone like the first, and I will write on the tablets the words that were on the first tablets, which you broke.
Mundzuku nimpundzu u fanele ku va u hetile; kutani loko ri xa, tlhandlukela ehenhla ka ntshava ya Sinayi, u fika u ndzi yimela kona.	Be ready by the morning, and come up in the morning to Mount Sinai, and present yourself there to me on the top of the mountain.
Ku nga vi ni munhu ni un'we loyi a nga ta tlhandluka na wena, naswona ku nga vi ni un'we loyi a nga ta kumiwa a ri exivandleni xihi ni xihi xa ntshava; hambi swi ri swifuwo leswikulu ni leswitsongo, swi nga tshuki swi dyela kusuhi ni ntshava.	No one shall come up with you, and let no one be seen throughout all the mountain. Let no flocks or herds graze opposite that mountain.
Kutani Muxe a vatla maribye mambirhi ya swiphepherhele, ma fana ni layo sungula; a pfuka nimpundzu swinene, a tlhandlukela entshaveni ya Sinayi hilaha HOSI Xikwembu xi n'wi leriseke hakona, a famba a khomile maribye lawa mambirhi.	So Moses cut two tablets of stone like the first. And he rose early in the morning and went up on Mount Sinai, as the LORD had commanded him, and took in his hand two tablets of stone.
Kutani HOSI Xikwembu xi rhelela xi ri epapeni, xi fika xi yima na Muxe kwale ntshaveni, xi twarisa vito ra xona, ra HOSI.	The LORD descended in the cloud and stood with him there, and proclaimed the name of the LORD.
Kutani xi hundza hi le mahlweni ka Muxe, xi ri karhi xi huwelela, xi ku: HOSI, HOSI, Xikwembu lexi twelaka vanhu vusiwana ni ku va tsetselela, lexi hlwelaka ku kariha, lexi taleke tintswalo ni ku tshembeka	The LORD passed before him and proclaimed, The LORD, the LORD, a God merciful and gracious, slow to anger, and abounding in steadfast love and faithfulness
lexi kombaka tintswalo leti to tshembeka ku fika eka rixaka ra khume ra madzana, lexi rivalelaka milandzu, ni ku tiarisa, ni swidyoho, kambe xi nga tshikiki ku ba lava dyoheke, ku fika eka vana va vona, ni ka vatukulu va vona ku yisa erixakeni ra vunharhu ni ra vumune.	keeping steadfast love for thousands, forgiving iniquity and transgression and sin, but who will by no means clear the guilty, visiting the iniquity of the fathers on the children and the children's children, to the third and the fourth generation.
Kutani Muxe a korhamela hansi hi ku hatlisa, a khongela	And Moses quickly bowed his head toward the earth and worshiped.
a ku: HOSI, loko hakunene u ndzi tsakela, ndzi kombela leswaku u famba exikarhi ka hina, we HOSI! Hambileswi vanhu lava va tinonon'hwisaka, hi rivalele nandzu wa hina ni xidyoho xa hina, u hi endla vanhu va wena va xiviri.	And he said, If now I have found favor in your sight, O Lord, please let the Lord go in the midst of us, for it is a stiff-necked people, and pardon our iniquity and our sin, and take us for your inheritance.
